url,groundtruth_year,class,object_name,license,last_checked_on
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/1902_Mercedes_Simplex_40_PS_IMG_3245_-_Flickr_-_nemor2.jpg/800px-1902_Mercedes_Simplex_40_PS_IMG_3245_-_Flickr_-_nemor2.jpg,1902,cars,"""Mercedes Simplex""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/1902_Mercedes_Simplex_40_PS_IMG_3774_-_Flickr_-_nemor2.jpg/800px-1902_Mercedes_Simplex_40_PS_IMG_3774_-_Flickr_-_nemor2.jpg,1902,cars,"""Mercedes Simplex""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/1902_Mercedes_Simplex_40_PS_IMG_3247_-_Flickr_-_nemor2.jpg/800px-1902_Mercedes_Simplex_40_PS_IMG_3247_-_Flickr_-_nemor2.jpg,1902,cars,"""Mercedes Simplex""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/4/48/1902_Mercedes_Simplex_40_PS_IMG_3293_-_Flickr_-_nemor2.jpg,1902,cars,"""Mercedes Simplex""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/1902_Mercedes_Simplex_40_PS_IMG_3292_-_Flickr_-_nemor2.jpg/800px-1902_Mercedes_Simplex_40_PS_IMG_3292_-_Flickr_-_nemor2.jpg,1902,cars,"""Mercedes Simplex""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/1902_Mercedes_Simplex_40_PS_IMG_3793_-_Flickr_-_nemor2.jpg/800px-1902_Mercedes_Simplex_40_PS_IMG_3793_-_Flickr_-_nemor2.jpg,1902,cars,"""Mercedes Simplex""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/1904_Ford_Model_C_Doctors_Car_%2830356509580%29.jpg/800px-1904_Ford_Model_C_Doctors_Car_%2830356509580%29.jpg,1904,cars,"""Ford Model C""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/1905_Rover_6_hp_controls_%285405867720%29.jpg/800px-1905_Rover_6_hp_controls_%285405867720%29.jpg,1905,cars,"""Rover 6""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/1906_Ford_Model_K_Tourer_%2830620203946%29.jpg/800px-1906_Ford_Model_K_Tourer_%2830620203946%29.jpg,1906,cars,"""Ford Model K""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/1910_Peugeot_Type_126.JPG/800px-1910_Peugeot_Type_126.JPG,1910,cars,"""Peugeot Type 126""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/1913_Morris_Oxford_Light_Car_%2832041560563%29.jpg/800px-1913_Morris_Oxford_Light_Car_%2832041560563%29.jpg,1913,cars,"""Morris Oxford""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/1913_Morris_Oxford_de_luxe_engine.jpg/800px-1913_Morris_Oxford_de_luxe_engine.jpg,1913,cars,"""Morris Oxford""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/1913_Morris_Oxford_de_luxe_F.jpg/800px-1913_Morris_Oxford_de_luxe_F.jpg,1913,cars,"""Morris Oxford""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/1913_Morris_Oxford_Light_Car_%2832732634961%29.jpg/800px-1913_Morris_Oxford_Light_Car_%2832732634961%29.jpg,1913,cars,"""Morris Oxford""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/1913_Praga_Alfa_5-15_HP.JPG/800px-1913_Praga_Alfa_5-15_HP.JPG,1913,cars,"""Praga Alfa""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Henry_Ford_Museum_August_2012_46_%281913_Scripps-Booth_Rocket_cyclecar_prototype%29.jpg/800px-Henry_Ford_Museum_August_2012_46_%281913_Scripps-Booth_Rocket_cyclecar_prototype%29.jpg,1913,cars,"""Scripps-Booth""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/1918_Studebaker_Special_Six_%288272025192%29.jpg/800px-1918_Studebaker_Special_Six_%288272025192%29.jpg,1918,cars,"""Studebaker Special Six""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/1918_Studebaker_Special_Six.jpg/800px-1918_Studebaker_Special_Six.jpg,1918,cars,"""Studebaker Special Six""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/1921_Alfa_Romeo_G1_in_Museo_Enzo_2015.jpg/800px-1921_Alfa_Romeo_G1_in_Museo_Enzo_2015.jpg,1921,cars,"""Alfa Romeo G1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/1921_Morris_Oxford_Six_F-type_2.3.jpg/800px-1921_Morris_Oxford_Six_F-type_2.3.jpg,1921,cars,"""Morris Oxford Six""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/1924_Alfa_Romeo_P2_Nicola_and_engineers.jpg/800px-1924_Alfa_Romeo_P2_Nicola_and_engineers.jpg,1924,cars,"""Alfa Romeo P2""","""Public domain""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/A_driver%2C_in_his_1924_Chrysler_Six%2C_checks_out_a_Coastal_Artillery_Observation_Balloon_hangar_-_DPLA_-_051a7b8f3562cca198e7c404dfdb6f5d.jpeg/800px-A_driver%2C_in_his_1924_Chrysler_Six%2C_checks_out_a_Coastal_Artillery_Observation_Balloon_hangar_-_DPLA_-_051a7b8f3562cca198e7c404dfdb6f5d.jpeg,1924,cars,"""Chrysler Six""","""Public domain""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/1925_Rolls-Royce_Phantom_I_%E2%80%9CRound_Door%E2%80%9D.jpg/800px-1925_Rolls-Royce_Phantom_I_%E2%80%9CRound_Door%E2%80%9D.jpg,1925,cars,"""Rolls-Royce Phantom I""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Studebaker_National_Museum_May_2014_034_%281927_Studebaker_Commander%29.jpg/800px-Studebaker_National_Museum_May_2014_034_%281927_Studebaker_Commander%29.jpg,1927,cars,"""Studebaker Commander""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/1928_Mercedes-Benz_SSK_%28replica%29.jpg/800px-1928_Mercedes-Benz_SSK_%28replica%29.jpg,1928,cars,"""Mercedes-Benz SSK""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/1929_Alfa_Romeo_6C_1750_SS_Two_Seater_-_fvr2.jpg/800px-1929_Alfa_Romeo_6C_1750_SS_Two_Seater_-_fvr2.jpg,1929,cars,"""Alfa Romeo 6C""","""CC BY-SA 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/d/db/1929_Alfa_Romeo_6C_1500_Super_Sport_at_Mille_Miglia_2010_.jpg,1929,cars,"""Alfa Romeo 6C""","""CC BY-SA 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/1929_Alfa_Romeo_6C_1750_Gran_Turismo_Drophead_Coup%C3%A9_by_James_Young_01.jpg/800px-1929_Alfa_Romeo_6C_1750_Gran_Turismo_Drophead_Coup%C3%A9_by_James_Young_01.jpg,1929,cars,"""Alfa Romeo 6C""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/1929_Alfa_Romeo_6C_1750_SS_TF_Spider_Styles_3-some_James_Young_%28Simeone%29_00.png/800px-1929_Alfa_Romeo_6C_1750_SS_TF_Spider_Styles_3-some_James_Young_%28Simeone%29_00.png,1929,cars,"""Alfa Romeo 6C""","""CC BY-SA 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Oisterwijkste_Stoomdagen_2015%2C_1929_Peugeot_201_foto_3.JPG/800px-Oisterwijkste_Stoomdagen_2015%2C_1929_Peugeot_201_foto_3.JPG,1929,cars,"""Peugeot 201""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/1929_Renault_Monastella_side.jpg/800px-1929_Renault_Monastella_side.jpg,1929,cars,"""Renault Monastella""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/1929_Renault_Monastella_front.jpg/800px-1929_Renault_Monastella_front.jpg,1929,cars,"""Renault Monastella""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/1931_Alfa_Romeo_8C_2300_Le_Mans.jpg/800px-1931_Alfa_Romeo_8C_2300_Le_Mans.jpg,1931,cars,"""Alfa Romeo 8C""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/1931_Alfa_Romeo_8C_2300_Touring_Spider_-_Flickr_-_exfordy.jpg/800px-1931_Alfa_Romeo_8C_2300_Touring_Spider_-_Flickr_-_exfordy.jpg,1931,cars,"""Alfa Romeo 8C""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/1931_DKW_F1_voorwielaandrijving_pic03.JPG/800px-1931_DKW_F1_voorwielaandrijving_pic03.JPG,1931,cars,"""DKW F1""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/1931_MG_C-Type_Midget_-_17679797104.jpg/800px-1931_MG_C-Type_Midget_-_17679797104.jpg,1931,cars,"""MG C-type""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/1931_Standard_Little_Nine_-_9_hp_-_4_Cyl_-_WBB_2386_-_Kolkata_2017-01-29_4357.JPG/800px-1931_Standard_Little_Nine_-_9_hp_-_4_Cyl_-_WBB_2386_-_Kolkata_2017-01-29_4357.JPG,1931,cars,"""Standard Little Nine""","""CC BY 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/1931_Standard_Little_Nine_-_9_hp_-_4_Cyl_-_WBB_2386_-_Kolkata_2018-01-28_0572.JPG/800px-1931_Standard_Little_Nine_-_9_hp_-_4_Cyl_-_WBB_2386_-_Kolkata_2018-01-28_0572.JPG,1931,cars,"""Standard Little Nine""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/1932_Alvis_Speed_20_SA_9682972988.jpg/800px-1932_Alvis_Speed_20_SA_9682972988.jpg,1932,cars,"""Alvis Speed 20""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/1932_Alvis_Speed_20A_Sport_Tourer_-_fvl2.jpg/800px-1932_Alvis_Speed_20A_Sport_Tourer_-_fvl2.jpg,1932,cars,"""Alvis Speed 20""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Oldtimer_Show_2007_-_008_-_1932_Fiat_508_Balilla_M_Spider_%28front%29.jpg/800px-Oldtimer_Show_2007_-_008_-_1932_Fiat_508_Balilla_M_Spider_%28front%29.jpg,1932,cars,"""Fiat 508""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Oldtimer_Show_2007_-_009_-_1932_Fiat_508_Balilla_M_Spider_%28rear%29.jpg/800px-Oldtimer_Show_2007_-_009_-_1932_Fiat_508_Balilla_M_Spider_%28rear%29.jpg,1932,cars,"""Fiat 508""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/1932_SS_1_16hp_%2827084859087%29.jpg/800px-1932_SS_1_16hp_%2827084859087%29.jpg,1932,cars,"""SS 1""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/1932_Vauxhall_Cadet_VY_six-light_saloon_50345885502.jpg/800px-1932_Vauxhall_Cadet_VY_six-light_saloon_50345885502.jpg,1932,cars,"""Vauxhall Cadet""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/1932_Vauxhall_Cadet_Tickford_cabriolet_%281932%29_%2828857172624%29.jpg/800px-1932_Vauxhall_Cadet_Tickford_cabriolet_%281932%29_%2828857172624%29.jpg,1932,cars,"""Vauxhall Cadet""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/1932_Vauxhall_Cadet_Cabriolet_7791081310.jpg/800px-1932_Vauxhall_Cadet_Cabriolet_7791081310.jpg,1932,cars,"""Vauxhall Cadet""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/1933_Alfa_Romeo_6C_1750_Gransport_Castagna_Drophead%2C_front_right_%28Greenwich_2023%29.jpg/800px-1933_Alfa_Romeo_6C_1750_Gransport_Castagna_Drophead%2C_front_right_%28Greenwich_2023%29.jpg,1933,cars,"""Alfa Romeo 6C""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/1933_Alvis_Crested_Eagle_DHC_8856771017.jpg/800px-1933_Alvis_Crested_Eagle_DHC_8856771017.jpg,1933,cars,"""Alvis Crested Eagle""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/1934_Bugatti_Type_57_Aravis_-_fvl.jpg/800px-1934_Bugatti_Type_57_Aravis_-_fvl.jpg,1934,cars,"""Bugatti Type 57""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/1934_Bugatti_Type_57_Roadster_Grand_Raid_Ganglof_pic3.JPG/800px-1934_Bugatti_Type_57_Roadster_Grand_Raid_Ganglof_pic3.JPG,1934,cars,"""Bugatti Type 57""","""Public domain""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/1934_Chevrolet_Master_%2815170921543%29.jpg/800px-1934_Chevrolet_Master_%2815170921543%29.jpg,1934,cars,"""Chevrolet Master""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/1934_Chevrolet_Master_6_Coupe_-_Flickr_-_Sicnag.jpg/800px-1934_Chevrolet_Master_6_Coupe_-_Flickr_-_Sicnag.jpg,1934,cars,"""Chevrolet Master""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/a/a9/1934_Chevrolet_Master_DA_Coupe_AGX934.jpg,1934,cars,"""Chevrolet Master""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/9/9f/1934_Chevrolet_Master_DA_Special_Sedan_ATA216.jpg,1934,cars,"""Chevrolet Master""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Front_view_1934_Chevrolet_Master_Coupe.jpg/800px-Front_view_1934_Chevrolet_Master_Coupe.jpg,1934,cars,"""Chevrolet Master""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/1934_Chevrolet_Master_sedan_%286103144058%29.jpg/800px-1934_Chevrolet_Master_sedan_%286103144058%29.jpg,1934,cars,"""Chevrolet Master""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/1934_Chevrolet_Master_%288114625772%29.jpg/800px-1934_Chevrolet_Master_%288114625772%29.jpg,1934,cars,"""Chevrolet Master""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/1934_Chevrolet_Master_Sport_Roadster_Red_%283%29.jpg/800px-1934_Chevrolet_Master_Sport_Roadster_Red_%283%29.jpg,1934,cars,"""Chevrolet Master""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/1934_Chrysler_Airflow_%2831031719753%29.jpg/800px-1934_Chrysler_Airflow_%2831031719753%29.jpg,1934,cars,"""Chrysler Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/1934_Chrysler_Airflow_%2831629260612%29.jpg/800px-1934_Chrysler_Airflow_%2831629260612%29.jpg,1934,cars,"""Chrysler Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/1934_Chrysler_Airflow_Model_CU_%2831627902772%29.jpg/800px-1934_Chrysler_Airflow_Model_CU_%2831627902772%29.jpg,1934,cars,"""Chrysler Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/1934_Chrysler_Airflow%2C_Model_CU_%2831739129256%29.jpg/800px-1934_Chrysler_Airflow%2C_Model_CU_%2831739129256%29.jpg,1934,cars,"""Chrysler Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/1934_Chrysler_Airflow_Model_CU_%2831658695871%29.jpg/800px-1934_Chrysler_Airflow_Model_CU_%2831658695871%29.jpg,1934,cars,"""Chrysler Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/1934_Chrysler_Airflow_%2847287747952%29.jpg/800px-1934_Chrysler_Airflow_%2847287747952%29.jpg,1934,cars,"""Chrysler Airflow""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/1934_Chrysler_Airflow.jpg/800px-1934_Chrysler_Airflow.jpg,1934,cars,"""Chrysler Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/1934_Chrysler_Airflow_sedan_Model_CU_--_Walter_P_Chrysler_Museum_10-23-2010_016_N.jpg/800px-1934_Chrysler_Airflow_sedan_Model_CU_--_Walter_P_Chrysler_Museum_10-23-2010_016_N.jpg,1934,cars,"""Chrysler Airflow""","""CC BY-SA 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/1934_DeSoto_Airflow_%285986899149%29.jpg/800px-1934_DeSoto_Airflow_%285986899149%29.jpg,1934,cars,"""DeSoto Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/1934_DeSoto_Airflow_%285987448778%29.jpg/800px-1934_DeSoto_Airflow_%285987448778%29.jpg,1934,cars,"""DeSoto Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/1934_DeSoto_Airflow_Coupe_%2834594679211%29.jpg/800px-1934_DeSoto_Airflow_Coupe_%2834594679211%29.jpg,1934,cars,"""DeSoto Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/1934_Desoto_Airflow_%285756208060%29.jpg/800px-1934_Desoto_Airflow_%285756208060%29.jpg,1934,cars,"""DeSoto Airflow""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/1934_DKW_F4_IHLE_Roadster_pic01_%28cropped%29.jpg/800px-1934_DKW_F4_IHLE_Roadster_pic01_%28cropped%29.jpg,1934,cars,"""DKW F4""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/1934_DKW_F4_IHLE_Roadster_pic04.JPG/800px-1934_DKW_F4_IHLE_Roadster_pic04.JPG,1934,cars,"""DKW F4""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/1934_DKW_F4_IHLE_Roadster_pic03.JPG/800px-1934_DKW_F4_IHLE_Roadster_pic03.JPG,1934,cars,"""DKW F4""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/1934_DKW_F4_IHLE_Roadster_pic06.JPG/800px-1934_DKW_F4_IHLE_Roadster_pic06.JPG,1934,cars,"""DKW F4""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/1934_DKW_F4_IHLE_Roadster_pic11.JPG/800px-1934_DKW_F4_IHLE_Roadster_pic11.JPG,1934,cars,"""DKW F4""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/1934_DKW_F4_IHLE_Roadster_pic10.JPG/800px-1934_DKW_F4_IHLE_Roadster_pic10.JPG,1934,cars,"""DKW F4""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/1934_Peugeot_601_D_Coupe_Transformable_photo_3.JPG/800px-1934_Peugeot_601_D_Coupe_Transformable_photo_3.JPG,1934,cars,"""Peugeot 601""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/1934_Peugeot_601_D_Coupe_Transformable_photo_4.JPG/800px-1934_Peugeot_601_D_Coupe_Transformable_photo_4.JPG,1934,cars,"""Peugeot 601""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/1934_Peugeot_601_D_Coupe_Transformable_photo_.JPG/800px-1934_Peugeot_601_D_Coupe_Transformable_photo_.JPG,1934,cars,"""Peugeot 601""","""CC0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/1934_Riley_MPH_126.jpg/800px-1934_Riley_MPH_126.jpg,1934,cars,"""Riley MPH""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/1934_Riley_MPH_%2845959442305%29.jpg/800px-1934_Riley_MPH_%2845959442305%29.jpg,1934,cars,"""Riley MPH""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/1935_Datsun_Type_14_%285954081198%29.jpg/800px-1935_Datsun_Type_14_%285954081198%29.jpg,1935,cars,"""Datsun Type 14""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/1935_Delahaye_135_S_%2846945642472%29.jpg/800px-1935_Delahaye_135_S_%2846945642472%29.jpg,1935,cars,"""Delahaye 135""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/1935_Ford_CX_Fordor_with_a_V8%2C_front_right%2C_at_Greenwich_2018.jpg/800px-1935_Ford_CX_Fordor_with_a_V8%2C_front_right%2C_at_Greenwich_2018.jpg,1935,cars,"""Ford CX""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/1935_Morris_Eight_%285686547638%29.jpg/800px-1935_Morris_Eight_%285686547638%29.jpg,1935,cars,"""Morris Eight""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/1935_SS_90_prototype_at_AZ_CdE_2023.jpg/800px-1935_SS_90_prototype_at_AZ_CdE_2023.jpg,1935,cars,"""SS 90""","""CC BY-SA 4.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/1935_SS_90_BUF695%2C_front_left_at_Greenwich_2018.jpg/800px-1935_SS_90_BUF695%2C_front_left_at_Greenwich_2018.jpg,1935,cars,"""SS 90""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/1936_Buick_Century_coupe_%283887580377%29.jpg/800px-1936_Buick_Century_coupe_%283887580377%29.jpg,1936,cars,"""Buick Century""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/1936_Cadillac_Series_70_4_door_Convertible_%2815686599403%29.jpg/800px-1936_Cadillac_Series_70_4_door_Convertible_%2815686599403%29.jpg,1936,cars,"""Cadillac Series 70""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/1936_Cadillac_Series_70_4_door_Convertible_V8.jpg/800px-1936_Cadillac_Series_70_4_door_Convertible_V8.jpg,1936,cars,"""Cadillac Series 70""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/1936_MG_SA_fr.jpg/800px-1936_MG_SA_fr.jpg,1936,cars,"""MG SA""","""CC BY-SA 3.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/2/23/1936_MG_SA_Tourer.jpg,1936,cars,"""MG SA""","""CC BY 2.0""",2024-05-07
https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/1936_MG_SA_%26_1958_MG_ZB_Magnette_Heritage_Motor_Centre%2C_Gaydon.jpg/800px-1936_MG_SA_%26_1958_MG_ZB_Magnette_Heritage_Motor_Centre%2C_Gaydon.jpg,1936,cars,"""MG SA""","""CC BY-SA 2.0""",2024-05-07
